GROUP,PACKAGE,CLASS,INSTRUCTION_MISSED,INSTRUCTION_COVERED,BRANCH_MISSED,BRANCH_COVERED,LINE_MISSED,LINE_COVERED,COMPLEXITY_MISSED,COMPLEXITY_COVERED,METHOD_MISSED,METHOD_COVERED
checkstyle,com.puppycrawl.tools.checkstyle.ant,CheckstyleAntTask.FormatterType,0,19,0,0,0,3,0,3,0,3
checkstyle,com.puppycrawl.tools.checkstyle.ant,CheckstyleAntTask.Formatter,0,108,0,12,0,22,0,13,0,7
checkstyle,com.puppycrawl.tools.checkstyle.ant,CheckstyleAntTask,0,866,0,52,0,186,0,54,0,28
checkstyle,com.puppycrawl.tools.checkstyle.ant,CheckstyleAntTask.Property,0,22,0,0,0,9,0,6,0,6
checkstyle,com.puppycrawl.tools.checkstyle.ant,CheckstyleAntTask.Listener,0,10,0,0,0,4,0,3,0,3
checkstyle,com.puppycrawl.tools.checkstyle.checks.naming,PackageNameCheck,0,57,0,2,0,14,0,7,0,6
checkstyle,com.puppycrawl.tools.checkstyle.checks.naming,AccessModifier,0,60,0,0,0,8,0,4,0,4
checkstyle,com.puppycrawl.tools.checkstyle.checks.naming,ConstantNameCheck,0,74,0,20,0,19,0,15,0,5
checkstyle,com.puppycrawl.tools.checkstyle.checks.naming,LocalVariableNameCheck,0,78,0,16,0,17,0,15,0,7
checkstyle,com.puppycrawl.tools.checkstyle.checks.naming,LocalFinalVariableNameCheck,0,49,0,8,0,10,0,9,0,5
checkstyle,com.puppycrawl.tools.checkstyle.checks.naming,ClassTypeParameterNameCheck,0,29,0,2,0,8,0,6,0,5
checkstyle,com.puppycrawl.tools.checkstyle.checks.naming,ParameterNameCheck,0,150,0,22,0,37,0,22,0,11
checkstyle,com.puppycrawl.tools.checkstyle.checks.naming,TypeNameCheck,0,28,0,0,0,5,0,4,0,4
checkstyle,com.puppycrawl.tools.checkstyle.checks.naming,CatchParameterNameCheck,0,26,0,2,0,6,0,6,0,5
checkstyle,com.puppycrawl.tools.checkstyle.checks.naming,InterfaceTypeParameterNameCheck,0,29,0,2,0,8,0,6,0,5
checkstyle,com.puppycrawl.tools.checkstyle.checks.naming,AbstractNameCheck,0,44,0,4,0,12,0,5,0,3
checkstyle,com.puppycrawl.tools.checkstyle.checks.naming,MethodNameCheck,0,67,0,10,0,20,0,11,0,6
checkstyle,com.puppycrawl.tools.checkstyle.checks.naming,AbstractClassNameCheck,0,104,0,12,0,25,0,17,0,11
checkstyle,com.puppycrawl.tools.checkstyle.checks.naming,StaticVariableNameCheck,0,52,0,12,0,12,0,11,0,5
checkstyle,com.puppycrawl.tools.checkstyle.checks.naming,MemberNameCheck,0,45,0,10,0,11,0,10,0,5
checkstyle,com.puppycrawl.tools.checkstyle.checks.naming,AbstractAccessControlNameCheck,0,96,0,28,0,23,0,21,0,7
checkstyle,com.puppycrawl.tools.checkstyle.checks.naming,LambdaParameterNameCheck,0,46,0,6,0,15,0,9,0,6
checkstyle,com.puppycrawl.tools.checkstyle.checks.naming,MethodTypeParameterNameCheck,0,29,0,2,0,8,0,6,0,5
checkstyle,com.puppycrawl.tools.checkstyle.checks.naming,AbbreviationAsWordInNameCheck,0,389,0,58,0,92,0,46,0,17
checkstyle,com.puppycrawl.tools.checkstyle.checks.blocks,BlockOption,0,24,0,0,0,3,0,1,0,1
checkstyle,com.puppycrawl.tools.checkstyle.checks.blocks,EmptyCatchBlockCheck,0,185,0,26,0,51,0,27,0,14
checkstyle,com.puppycrawl.tools.checkstyle.checks.blocks,NeedBracesCheck,0,340,0,53,0,81,0,52,0,22
checkstyle,com.puppycrawl.tools.checkstyle.checks.blocks,RightCurlyCheck.Details,0,260,0,32,0,76,0,27,0,10
checkstyle,com.puppycrawl.tools.checkstyle.checks.blocks,RightCurlyOption,0,34,0,0,0,4,0,1,0,1
checkstyle,com.puppycrawl.tools.checkstyle.checks.blocks,RightCurlyCheck,0,368,0,66,0,60,0,50,0,17
checkstyle,com.puppycrawl.tools.checkstyle.checks.blocks,LeftCurlyCheck,0,465,0,62,0,85,0,47,0,14
checkstyle,com.puppycrawl.tools.checkstyle.checks.blocks,LeftCurlyOption,0,34,0,0,0,4,0,1,0,1
checkstyle,com.puppycrawl.tools.checkstyle.checks.blocks,EmptyBlockCheck,0,336,0,42,0,59,0,30,0,9
checkstyle,com.puppycrawl.tools.checkstyle.checks.blocks,AvoidNestedBlocksCheck,0,41,0,6,0,11,0,9,0,6
checkstyle,com.puppycrawl.tools.checkstyle.checks.header,HeaderCheck,0,108,0,14,0,20,0,14,0,7
checkstyle,com.puppycrawl.tools.checkstyle.checks.header,RegexpHeaderCheck,0,259,0,38,0,58,0,29,0,10
checkstyle,com.puppycrawl.tools.checkstyle.checks.header,AbstractHeaderCheck,0,188,0,16,0,51,0,19,0,11
checkstyle,com.puppycrawl.tools.checkstyle.checks.sizes,LineLengthCheck,0,76,0,8,0,16,0,9,0,5
checkstyle,com.puppycrawl.tools.checkstyle.checks.sizes,ExecutableStatementCountCheck,0,199,0,20,0,43,0,22,0,11
checkstyle,com.puppycrawl.tools.checkstyle.checks.sizes,MethodCountCheck.MethodCounter,0,74,0,6,0,16,0,8,0,5
checkstyle,com.puppycrawl.tools.checkstyle.checks.sizes,MethodLengthCheck,0,110,0,12,0,26,0,14,0,8
checkstyle,com.puppycrawl.tools.checkstyle.checks.sizes,MethodCountCheck,0,219,0,12,0,48,0,21,0,15
checkstyle,com.puppycrawl.tools.checkstyle.checks.sizes,ParameterNumberCheck,0,83,0,10,0,18,0,13,0,8
checkstyle,com.puppycrawl.tools.checkstyle.checks.sizes,OuterTypeNumberCheck,0,89,0,4,0,19,0,11,0,9
checkstyle,com.puppycrawl.tools.checkstyle.checks.sizes,AnonInnerLengthCheck,0,63,0,4,0,16,0,8,0,6
checkstyle,com.puppycrawl.tools.checkstyle.checks.sizes,ExecutableStatementCountCheck.Context,0,22,0,0,0,8,0,4,0,4
checkstyle,com.puppycrawl.tools.checkstyle.checks.sizes,FileLengthCheck,0,34,0,2,0,7,0,4,0,3
checkstyle,com.puppycrawl.tools.checkstyle.filefilters,BeforeExecutionExclusionFileFilter,0,21,0,4,0,5,0,6,0,4
checkstyle,com.puppycrawl.tools.checkstyle.checks.javadoc,JavadocTagContinuationIndentationCheck,0,127,0,22,0,34,0,18,0,7
checkstyle,com.puppycrawl.tools.checkstyle.checks.javadoc,JavadocTypeCheck,0,437,0,58,0,94,0,48,0,19
checkstyle,com.puppycrawl.tools.checkstyle.checks.javadoc,JavadocTag,0,139,0,26,0,19,0,26,0,13
checkstyle,com.puppycrawl.tools.checkstyle.checks.javadoc,NonEmptyAtclauseDescriptionCheck,0,53,0,4,0,8,0,6,0,4
checkstyle,com.puppycrawl.tools.checkstyle.checks.javadoc,MissingJavadocTypeCheck,0,122,0,22,0,29,0,20,0,9
checkstyle,com.puppycrawl.tools.checkstyle.checks.javadoc,SingleLineJavadocCheck,0,110,0,18,0,28,0,19,0,10
checkstyle,com.puppycrawl.tools.checkstyle.checks.javadoc,JavadocTags,0,29,0,0,0,8,0,3,0,3
checkstyle,com.puppycrawl.tools.checkstyle.checks.javadoc,JavadocStyleCheck,0,922,0,102,0,162,0,75,0,24
checkstyle,com.puppycrawl.tools.checkstyle.checks.javadoc,AbstractJavadocCheck.FileContext,0,8,0,0,0,2,0,1,0,1
checkstyle,com.puppycrawl.tools.checkstyle.checks.javadoc,JavadocTagInfo.new JavadocTagInfo() {...},0,22,0,4,0,4,0,4,0,2
checkstyle,com.puppycrawl.tools.checkstyle.checks.javadoc,JavadocTagInfo.new JavadocTagInfo() {...},0,23,0,4,0,4,0,4,0,2
checkstyle,com.puppycrawl.tools.checkstyle.checks.javadoc,JavadocTagInfo.new JavadocTagInfo() {...},0,28,0,4,0,5,0,4,0,2
checkstyle,com.puppycrawl.tools.checkstyle.checks.javadoc,JavadocTagInfo.new JavadocTagInfo() {...},0,28,0,8,0,3,0,6,0,2
checkstyle,com.puppycrawl.tools.checkstyle.checks.javadoc,JavadocTagInfo.new JavadocTagInfo() {...},0,22,0,4,0,3,0,4,0,2
checkstyle,com.puppycrawl.tools.checkstyle.checks.javadoc,JavadocTagInfo.new JavadocTagInfo() {...},0,23,0,4,0,4,0,4,0,2
checkstyle,com.puppycrawl.tools.checkstyle.checks.javadoc,JavadocTagInfo.new JavadocTagInfo() {...},0,34,0,6,0,6,0,5,0,2
checkstyle,com.puppycrawl.tools.checkstyle.checks.javadoc,JavadocTagInfo.new JavadocTagInfo() {...},0,50,0,14,0,11,0,9,0,2
checkstyle,com.puppycrawl.tools.checkstyle.checks.javadoc,JavadocTagInfo.new JavadocTagInfo() {...},0,31,0,10,0,3,0,7,0,2
checkstyle,com.puppycrawl.tools.checkstyle.checks.javadoc,JavadocTagInfo.new JavadocTagInfo() {...},0,23,0,4,0,4,0,4,0,2
checkstyle,com.puppycrawl.tools.checkstyle.checks.javadoc,JavadocMethodCheck.RegularClass,0,35,0,0,0,6,0,2,0,2
checkstyle,com.puppycrawl.tools.checkstyle.checks.javadoc,JavadocPackageCheck,0,87,0,12,0,21,0,9,0,3
checkstyle,com.puppycrawl.tools.checkstyle.checks.javadoc,JavadocTagInfo.Type,0,24,0,0,0,3,0,1,0,1
checkstyle,com.puppycrawl.tools.checkstyle.checks.javadoc,JavadocTagInfo.new JavadocTagInfo() {...},0,23,0,4,0,4,0,4,0,2
checkstyle,com.puppycrawl.tools.checkstyle.checks.javadoc,AbstractJavadocCheck,0,386,0,42,0,96,0,46,0,25
checkstyle,com.puppycrawl.tools.checkstyle.checks.javadoc,TagParser.Point,0,15,0,0,0,6,0,3,0,3
checkstyle,com.puppycrawl.tools.checkstyle.checks.javadoc,InvalidJavadocTag,0,21,0,0,0,8,0,4,0,4
checkstyle,com.puppycrawl.tools.checkstyle.checks.javadoc,JavadocTagInfo.new JavadocTagInfo() {...},0,23,0,4,0,4,0,4,0,2
checkstyle,com.puppycrawl.tools.checkstyle.checks.javadoc,JavadocTagInfo.new JavadocTagInfo() {...},0,23,0,4,0,4,0,4,0,2
checkstyle,com.puppycrawl.tools.checkstyle.checks.javadoc,JavadocTagInfo.new JavadocTagInfo() {...},0,31,0,6,0,7,0,5,0,2
checkstyle,com.puppycrawl.tools.checkstyle.checks.javadoc,JavadocTagInfo.new JavadocTagInfo() {...},0,22,0,4,0,3,0,4,0,2
checkstyle,com.puppycrawl.tools.checkstyle.checks.javadoc,JavadocTagInfo.new JavadocTagInfo() {...},0,23,0,4,0,4,0,4,0,2
checkstyle,com.puppycrawl.tools.checkstyle.checks.javadoc,JavadocTagInfo.new JavadocTagInfo() {...},0,23,0,4,0,4,0,4,0,2
checkstyle,com.puppycrawl.tools.checkstyle.checks.javadoc,JavadocTagInfo.new JavadocTagInfo() {...},0,23,0,4,0,4,0,4,0,2
checkstyle,com.puppycrawl.tools.checkstyle.checks.javadoc,JavadocTagInfo.new JavadocTagInfo() {...},0,31,0,10,0,3,0,7,0,2
checkstyle,com.puppycrawl.tools.checkstyle.checks.javadoc,JavadocMethodCheck.ClassAlias,0,25,0,0,0,4,0,2,0,2
checkstyle,com.puppycrawl.tools.checkstyle.checks.javadoc,JavadocMethodCheck,0,1352,1,189,0,358,1,138,0,44
checkstyle,com.puppycrawl.tools.checkstyle.checks.javadoc,JavadocMethodCheck.Token,0,58,0,0,0,14,0,6,0,6
checkstyle,com.puppycrawl.tools.checkstyle.checks.javadoc,JavadocBlockTagLocationCheck,0,140,0,10,0,20,0,13,0,8
checkstyle,com.puppycrawl.tools.checkstyle.checks.javadoc,JavadocParagraphCheck,0,240,0,62,0,64,0,43,0,12
checkstyle,com.puppycrawl.tools.checkstyle.checks.javadoc,AtclauseOrderCheck,0,255,0,20,0,43,0,19,0,9
checkstyle,com.puppycrawl.tools.checkstyle.checks.javadoc,JavadocContentLocationCheck,0,112,0,24,0,31,0,21,0,9
checkstyle,com.puppycrawl.tools.checkstyle.checks.javadoc,JavadocMethodCheck.ExceptionInfo,0,17,0,0,0,7,0,4,0,4
checkstyle,com.puppycrawl.tools.checkstyle.checks.javadoc,JavadocMethodCheck.ClassInfo,0,16,0,2,0,6,0,3,0,2
checkstyle,com.puppycrawl.tools.checkstyle.checks.javadoc,JavadocTagInfo,0,460,0,8,0,51,0,15,0,11
checkstyle,com.puppycrawl.tools.checkstyle.checks.javadoc,MissingJavadocMethodCheck,0,220,0,42,0,56,0,38,0,17
checkstyle,com.puppycrawl.tools.checkstyle.checks.javadoc,HtmlTag,0,115,0,4,0,18,0,11,0,9
checkstyle,com.puppycrawl.tools.checkstyle.checks.javadoc,TagParser,0,365,0,58,0,80,0,41,0,12
checkstyle,com.puppycrawl.tools.checkstyle.checks.javadoc,JavadocNodeImpl,0,118,0,2,0,29,0,18,0,17
checkstyle,com.puppycrawl.tools.checkstyle.checks.javadoc,JavadocVariableCheck,0,139,0,28,0,33,0,24,0,10
checkstyle,com.puppycrawl.tools.checkstyle.checks.javadoc,WriteTagCheck,0,233,0,14,0,40,0,17,0,10
checkstyle,com.puppycrawl.tools.checkstyle.checks.javadoc,MissingJavadocPackageCheck,0,97,0,22,0,24,0,20,0,9
checkstyle,com.puppycrawl.tools.checkstyle.checks.javadoc,SummaryJavadocCheck,0,363,0,50,0,85,0,38,0,13
checkstyle,com.puppycrawl.tools.checkstyle.checks.javadoc,JavadocContentLocationOption,0,24,0,0,0,3,0,1,0,1
checkstyle,com.puppycrawl.tools.checkstyle.checks.javadoc,InvalidJavadocPositionCheck,0,34,0,4,0,10,0,8,0,6
checkstyle,com.puppycrawl.tools.checkstyle.api,AbstractFileSetCheck,0,254,0,8,0,59,0,24,0,20
checkstyle,com.puppycrawl.tools.checkstyle.api,AutomaticBean.UriConverter,0,20,0,2,0,8,0,2,0,1
checkstyle,com.puppycrawl.tools.checkstyle.api,AbstractViolationReporter,0,67,0,2,0,20,0,11,0,10
checkstyle,com.puppycrawl.tools.checkstyle.api,FullIdent,0,115,0,8,0,30,0,15,0,11
checkstyle,com.puppycrawl.tools.checkstyle.api,LocalizedMessage,0,454,0,46,0,93,0,47,0,24
checkstyle,com.puppycrawl.tools.checkstyle.api,Comment,0,125,0,4,0,19,0,10,0,8
checkstyle,com.puppycrawl.tools.checkstyle.api,AutomaticBean.RelaxedAccessModifierArrayConverter,0,33,0,2,0,9,0,3,0,2
checkstyle,com.puppycrawl.tools.checkstyle.api,FileContents,0,385,0,34,0,77,0,38,0,21
checkstyle,com.puppycrawl.tools.checkstyle.api,Scope,0,88,0,2,0,11,0,6,0,5
checkstyle,com.puppycrawl.tools.checkstyle.api,CheckstyleException,0,9,0,0,0,4,0,2,0,2
checkstyle,com.puppycrawl.tools.checkstyle.api,LineColumn,0,88,0,12,0,18,0,12,0,6
checkstyle,com.puppycrawl.tools.checkstyle.api,FilterSet,0,55,0,4,0,17,0,9,0,7
checkstyle,com.puppycrawl.tools.checkstyle.api,AutomaticBean.PatternConverter,0,4,0,0,0,1,0,1,0,1
checkstyle,com.puppycrawl.tools.checkstyle.api,SeverityLevel,0,60,0,0,0,9,0,4,0,4
checkstyle,com.puppycrawl.tools.checkstyle.api,AutomaticBean.ScopeConverter,0,4,0,0,0,1,0,1,0,1
checkstyle,com.puppycrawl.tools.checkstyle.api,FileText,0,310,0,18,0,77,0,22,0,13
checkstyle,com.puppycrawl.tools.checkstyle.api,AuditEvent,0,58,0,2,0,19,0,12,0,11
checkstyle,com.puppycrawl.tools.checkstyle.api,AbstractCheck,0,209,0,0,0,54,0,22,0,22
checkstyle,com.puppycrawl.tools.checkstyle.api,BeforeExecutionFileFilterSet,0,55,0,4,0,17,0,9,0,7
checkstyle,com.puppycrawl.tools.checkstyle.api,AbstractFileSetCheck.FileContext,0,8,0,0,0,2,0,1,0,1
checkstyle,com.puppycrawl.tools.checkstyle.api,AutomaticBean.RelaxedStringArrayConverter,0,28,0,2,0,8,0,2,0,1
checkstyle,com.puppycrawl.tools.checkstyle.api,AutomaticBean.SeverityLevelConverter,0,4,0,0,0,1,0,1,0,1
checkstyle,com.puppycrawl.tools.checkstyle.api,AbstractCheck.FileContext,0,8,0,0,0,2,0,1,0,1
checkstyle,com.puppycrawl.tools.checkstyle.api,SeverityLevelCounter,0,49,0,6,0,18,0,11,0,8
checkstyle,com.puppycrawl.tools.checkstyle.api,AutomaticBean.OutputStreamOptions,0,24,0,0,0,3,0,1,0,1
checkstyle,com.puppycrawl.tools.checkstyle.api,LocalizedMessage.Utf8Control,0,50,0,6,0,13,0,5,0,2
checkstyle,com.puppycrawl.tools.checkstyle.api,AutomaticBean,0,418,0,12,0,74,0,15,0,9
checkstyle,com.puppycrawl.tools.checkstyle.checks.regexp,DetectorOptions,0,56,0,4,0,16,0,11,0,9
checkstyle,com.puppycrawl.tools.checkstyle.checks.regexp,CommentSuppressor,0,14,0,0,0,5,0,2,0,2
checkstyle,com.puppycrawl.tools.checkstyle.checks.regexp,SinglelineDetector,0,159,0,14,0,33,0,12,0,5
checkstyle,com.puppycrawl.tools.checkstyle.checks.regexp,RegexpMultilineCheck,0,75,0,2,0,31,0,11,0,10
checkstyle,com.puppycrawl.tools.checkstyle.checks.regexp,RegexpCheck,0,279,0,42,0,66,0,36,0,15
checkstyle,com.puppycrawl.tools.checkstyle.checks.regexp,RegexpSinglelineCheck,0,60,0,0,0,25,0,8,0,8
checkstyle,com.puppycrawl.tools.checkstyle.checks.regexp,MultilineDetector,0,174,0,14,0,35,0,12,0,5
checkstyle,com.puppycrawl.tools.checkstyle.checks.regexp,NeverSuppress,0,7,0,0,0,2,0,2,0,2
checkstyle,com.puppycrawl.tools.checkstyle.checks.regexp,RegexpSinglelineJavaCheck,0,84,0,2,0,33,0,12,0,11
checkstyle,com.puppycrawl.tools.checkstyle.checks.regexp,RegexpOnFilenameCheck,0,178,0,26,0,42,0,26,0,13
checkstyle,com.puppycrawl.tools.checkstyle.checks.regexp,DetectorOptions.Builder,0,87,0,0,0,20,0,10,0,10
checkstyle,com.puppycrawl.tools.checkstyle.checks.imports,ImportOrderOption,0,54,0,0,0,6,0,1,0,1
checkstyle,com.puppycrawl.tools.checkstyle.checks.imports,ImportControlLoader,0,398,0,30,0,91,0,28,0,13
checkstyle,com.puppycrawl.tools.checkstyle.checks.imports,CustomImportOrderCheck,0,821,0,110,0,185,0,87,0,32
checkstyle,com.puppycrawl.tools.checkstyle.checks.imports,MismatchStrategy,0,34,0,0,0,4,0,1,0,1
checkstyle,com.puppycrawl.tools.checkstyle.checks.imports,UnusedImportsCheck,0,394,0,34,0,83,0,39,0,22
checkstyle,com.puppycrawl.tools.checkstyle.checks.imports,ImportControlCheck,0,190,0,18,0,43,0,20,0,11
checkstyle,com.puppycrawl.tools.checkstyle.checks.imports,AccessResult,0,34,0,0,0,4,0,1,0,1
checkstyle,com.puppycrawl.tools.checkstyle.checks.imports,IllegalImportCheck,0,266,0,32,0,55,0,27,0,11
checkstyle,com.puppycrawl.tools.checkstyle.checks.imports,AvoidStaticImportCheck,0,120,0,16,0,31,0,16,0,8
checkstyle,com.puppycrawl.tools.checkstyle.checks.imports,CustomImportOrderCheck.RuleMatchForImport,0,12,0,0,0,5,0,1,0,1
checkstyle,com.puppycrawl.tools.checkstyle.checks.imports,ClassImportRule,0,27,0,2,0,7,0,3,0,2
checkstyle,com.puppycrawl.tools.checkstyle.checks.imports,FileImportControl,0,73,0,8,0,20,0,9,0,5
checkstyle,com.puppycrawl.tools.checkstyle.checks.imports,AbstractImportRule,0,32,0,4,0,13,0,6,0,4
checkstyle,com.puppycrawl.tools.checkstyle.checks.imports,PkgImportControl,0,251,0,24,0,57,0,25,0,13
checkstyle,com.puppycrawl.tools.checkstyle.checks.imports,RedundantImportCheck,0,200,0,10,0,33,0,16,0,11
checkstyle,com.puppycrawl.tools.checkstyle.checks.imports,ImportOrderCheck,0,744,0,146,0,151,0,101,0,28
checkstyle,com.puppycrawl.tools.checkstyle.checks.imports,PkgImportRule,0,84,0,14,0,13,0,9,0,2
checkstyle,com.puppycrawl.tools.checkstyle.checks.imports,AvoidStarImportCheck,0,128,0,16,0,28,0,17,0,9
checkstyle,com.puppycrawl.tools.checkstyle.checks.imports,CustomImportOrderCheck.ImportDetails,0,33,0,0,0,12,0,6,0,6
checkstyle,com.puppycrawl.tools.checkstyle.checks.imports,AbstractImportControl,0,101,0,18,0,29,0,13,0,4
checkstyle,com.puppycrawl.tools.checkstyle.checks.javadoc.utils,TagInfo,0,21,0,0,0,8,0,4,0,4
checkstyle,com.puppycrawl.tools.checkstyle.checks.javadoc.utils,BlockTagUtil,0,99,0,10,0,22,0,7,0,2
checkstyle,com.puppycrawl.tools.checkstyle.checks.javadoc.utils,InlineTagUtil,0,170,0,10,0,34,0,11,0,6
checkstyle,com.puppycrawl.tools.checkstyle.utils,XpathUtil,0,132,0,2,0,23,0,6,0,5
checkstyle,com.puppycrawl.tools.checkstyle.utils,AnnotationUtil,0,177,0,36,0,47,0,27,0,9
checkstyle,com.puppycrawl.tools.checkstyle.utils,FilterUtil,0,15,0,0,0,6,0,1,0,1
checkstyle,com.puppycrawl.tools.checkstyle.utils,ScopeUtil,0,323,0,102,0,85,0,64,0,13
checkstyle,com.puppycrawl.tools.checkstyle.utils,CommonUtil,0,742,0,88,0,190,0,70,0,26
checkstyle,com.puppycrawl.tools.checkstyle.utils,ModuleReflectionUtil,0,131,0,30,0,32,0,28,0,13
checkstyle,com.puppycrawl.tools.checkstyle.utils,JavadocUtil.JavadocTagType,0,34,0,0,0,4,0,1,0,1
checkstyle,com.puppycrawl.tools.checkstyle.utils,CheckUtil,0,636,0,143,0,159,0,90,0,18
checkstyle,com.puppycrawl.tools.checkstyle.utils,TokenUtil,0,263,0,34,0,53,0,32,0,15
checkstyle,com.puppycrawl.tools.checkstyle.utils,BlockCommentPosition,0,402,0,146,0,91,0,91,0,18
checkstyle,com.puppycrawl.tools.checkstyle.utils,JavadocUtil,0,441,0,76,0,113,0,55,0,17
checkstyle,com.puppycrawl.tools.checkstyle,PropertiesExpander,0,42,0,4,0,10,0,4,0,2
checkstyle,com.puppycrawl.tools.checkstyle,JavadocDetailNodeParser.ParseErrorMessage,0,25,0,0,0,8,0,4,0,4
checkstyle,com.puppycrawl.tools.checkstyle,XmlLoader.LoadExternalDtdFeatureProvider,0,18,0,0,0,6,0,1,0,1
checkstyle,com.puppycrawl.tools.checkstyle,JavaParser.new GeneratedJavaRecognizer() {...},0,9,0,0,0,2,0,2,0,2
checkstyle,com.puppycrawl.tools.checkstyle,ConfigurationLoader.InternalLoader,0,222,0,24,0,57,0,17,0,5
checkstyle,com.puppycrawl.tools.checkstyle,PropertyCacheFile,0,350,0,22,0,89,0,31,0,20
checkstyle,com.puppycrawl.tools.checkstyle,Main.OnlyCheckstyleLoggersFilter,0,14,0,0,0,3,0,2,0,2
checkstyle,com.puppycrawl.tools.checkstyle,DetailAstImpl,0,463,0,68,0,151,0,63,0,29
checkstyle,com.puppycrawl.tools.checkstyle,XMLLogger.FileMessages,0,35,0,0,0,9,0,5,0,5
checkstyle,com.puppycrawl.tools.checkstyle,PackageObjectFactory.ModuleLoadOption,0,24,0,0,0,3,0,1,0,1
checkstyle,com.puppycrawl.tools.checkstyle,Main.OutputFormat,0,47,0,2,0,8,0,4,0,3
checkstyle,com.puppycrawl.tools.checkstyle,XpathFileGeneratorAstFilter,0,49,0,4,0,14,0,8,0,6
checkstyle,com.puppycrawl.tools.checkstyle,TreeWalkerAuditEvent,0,55,0,0,0,17,0,12,0,12
checkstyle,com.puppycrawl.tools.checkstyle,XpathFileGeneratorAuditListener,0,146,0,12,0,44,0,15,0,9
checkstyle,com.puppycrawl.tools.checkstyle,DefaultContext,0,27,0,0,0,6,0,4,0,4
checkstyle,com.puppycrawl.tools.checkstyle,Main.CliOptions,0,238,0,50,0,49,0,31,0,6
checkstyle,com.puppycrawl.tools.checkstyle,PackageNamesLoader,0,162,0,12,0,43,0,13,0,7
checkstyle,com.puppycrawl.tools.checkstyle,JavadocDetailNodeParser,0,643,0,64,0,171,0,50,0,18
checkstyle,com.puppycrawl.tools.checkstyle,DetailNodeTreeStringPrinter,0,198,0,16,0,44,0,16,0,8
checkstyle,com.puppycrawl.tools.checkstyle,JavadocDetailNodeParser.DescriptiveErrorListener,0,76,0,2,0,15,0,4,0,3
checkstyle,com.puppycrawl.tools.checkstyle,ConfigurationLoader,0,375,0,26,0,82,0,24,0,11
checkstyle,com.puppycrawl.tools.checkstyle,JavaParser,0,245,0,18,0,77,0,15,0,6
checkstyle,com.puppycrawl.tools.checkstyle,XmlLoader,0,72,0,2,0,24,0,5,0,4
checkstyle,com.puppycrawl.tools.checkstyle,SuppressionsStringPrinter,0,81,0,2,0,18,0,4,0,3
checkstyle,com.puppycrawl.tools.checkstyle,ConfigurationLoader.IgnoredModulesOptions,0,24,0,0,0,3,0,1,0,1
checkstyle,com.puppycrawl.tools.checkstyle,TreeWalker,0,682,0,60,0,175,0,57,0,27
checkstyle,com.puppycrawl.tools.checkstyle,PackageObjectFactory,0,1409,0,40,0,329,0,55,0,35
checkstyle,com.puppycrawl.tools.checkstyle,JavadocPropertiesGenerator,0,389,0,60,0,92,0,42,0,11
checkstyle,com.puppycrawl.tools.checkstyle,AstTreeStringPrinter,0,271,0,20,0,64,0,21,0,11
checkstyle,com.puppycrawl.tools.checkstyle,Checker,0,899,0,70,0,236,0,74,0,39
checkstyle,com.puppycrawl.tools.checkstyle,TreeWalker.AstState,0,24,0,0,0,3,0,1,0,1
checkstyle,com.puppycrawl.tools.checkstyle,ThreadModeSettings,0,58,0,6,0,19,0,8,0,5
checkstyle,com.puppycrawl.tools.checkstyle,XMLLogger,0,537,0,50,0,125,0,44,0,16
checkstyle,com.puppycrawl.tools.checkstyle,DefaultConfiguration,0,138,0,4,0,30,0,15,0,13
checkstyle,com.puppycrawl.tools.checkstyle,AuditEventDefaultFormatter,0,152,0,12,0,35,0,10,0,4
checkstyle,com.puppycrawl.tools.checkstyle,JavaParser.Options,0,24,0,0,0,3,0,1,0,1
checkstyle,com.puppycrawl.tools.checkstyle,JavadocDetailNodeParser.ParseStatus,0,27,0,2,0,9,0,8,0,7
checkstyle,com.puppycrawl.tools.checkstyle,PropertyCacheFile.ExternalResource,0,9,0,0,0,4,0,1,0,1
checkstyle,com.puppycrawl.tools.checkstyle,Main,0,621,0,64,0,171,0,47,0,15
checkstyle,com.puppycrawl.tools.checkstyle,DefaultLogger,0,200,0,16,0,50,0,19,0,11
